iter	RMSE
297	5.79536632
298	5.78816551
299	5.779330155
300	5.771905327
301	5.764748319
302	5.755813831
303	5.746308564
304	5.741541306
305	5.732521186
306	5.728740724
307	5.722029353
308	5.715683281
309	5.70598004
310	5.699333828
311	5.693352978
312	5.684537487
313	5.679110988
314	5.671147012
315	5.664214418
316	5.654402277
317	5.648111623
318	5.639805326
319	5.632468534
320	5.623751002
321	5.613723145
322	5.604100769
323	5.596632614
324	5.590270328
325	5.584049266
326	5.576246519
327	5.570488942
328	5.562893009
329	5.554576507
330	5.546669171
331	5.539874056
332	5.533885838
333	5.528106335
334	5.521831392
335	5.514164425
336	5.50725891
337	5.501965925
338	5.496497374
339	5.490069118
340	5.484740922
341	5.47844544
342	5.472366824
343	5.466625213
344	5.461386636
345	5.453159996
346	5.44704345
347	5.439503704
348	5.433735631
349	5.430410084
350	5.424279196
351	5.419049091
352	5.41246191
353	5.40685132
354	5.40269648
355	5.395991511
356	5.390776974
357	5.384538289
358	5.379252248
359	5.373547202
360	5.366387055
361	5.357481496
362	5.351549625
363	5.347598103
364	5.342350042
365	5.336338373
366	5.328880494
367	5.322983992
368	5.316678506
369	5.312922017
370	5.306228035
371	5.301404238
372	5.296391912
373	5.289888493
374	5.282244805
375	5.27656851
376	5.271335726
377	5.265555416
378	5.26130319
379	5.257296081
380	5.251901659
381	5.247135052
382	5.242131639
383	5.238158154
384	5.234532295
385	5.226561235
386	5.22025805
387	5.216237868
388	5.209797891
389	5.205675119
390	5.203426125
391	5.200805482
392	5.195539976
393	5.192607706
394	5.188020437
395	5.182984503
396	5.179737843
397	5.174782367
398	5.167975968
399	5.163453519
400	5.159737908
401	5.155680798
402	5.152525356
403	5.146492284
404	5.143208332
405	5.140134944
406	5.135803156
407	5.131136616
408	5.125726892
409	5.121321789
410	5.117825097
411	5.113994335
412	5.109627783
413	5.104345349
414	5.099005853
415	5.09291038
416	5.088492478
417	5.085209244
418	5.081203121
419	5.075728972
420	5.071355203
421	5.064628358
422	5.05990483
423	5.053526719
424	5.04783471
425	5.043892514
426	5.040016332
427	5.038060077
428	5.034295835
429	5.027766577
430	5.02402705
431	5.018921809
432	5.015141997
433	5.009049367
434	5.005220822
435	5.000115013
436	4.997297208
437	4.993832244
438	4.98932638
439	4.986340938
440	4.981533363
441	4.977507073
442	4.974126578
443	4.96845584
444	4.962122685
445	4.956835992
446	4.953672049
447	4.950061969
448	4.945476071
449	4.942659501
450	4.939534472
451	4.936367479
452	4.933754927
453	4.929476067
454	4.926593985
455	4.922269966
456	4.919129881
457	4.916072709
458	4.910426028
459	4.905179224
460	4.902069629
461	4.897593706
462	4.894418398
463	4.891364735
464	4.885811055
465	4.881707765
466	4.87690067
467	4.873129818
468	4.867758229
469	4.863259185
470	4.859653997
471	4.856197538
472	4.8521401
473	4.849123379
474	4.84536134
475	4.842304491
476	4.838673637
477	4.836045094
478	4.831198402
479	4.828639624
480	4.824773514
481	4.822227208
482	4.8176883
483	4.814762885
484	4.811576612
485	4.809789545
486	4.805811966
487	4.803866405
488	4.801010755
489	4.796300523
490	4.792739886
491	4.788941168
492	4.786475139
493	4.782473497
494	4.779404567
495	4.776763046
496	4.774375863
497	4.770143182
498	4.765773478
499	4.763526421
500	4.759752456
501	4.755706709
502	4.752573901
503	4.747734427
504	4.743997014
505	4.740911193
506	4.737390658
507	4.734083297
508	4.7302701
509	4.726509731
510	4.724255253
511	4.719309258
512	4.715139399
513	4.712440859
514	4.710140459
515	4.708625148
516	4.704032944
517	4.700982418
518	4.69819188
519	4.695633051
520	4.69253058
521	4.687330002
522	4.685234901
523	4.68150079
524	4.677885252
525	4.676429667
526	4.673033109
527	4.66989566
528	4.666022336
529	4.662997145
530	4.659750979
531	4.657381764
532	4.652358111
533	4.648488109
534	4.644997864
535	4.641136462
536	4.638262365
537	4.635629238
538	4.632955856
539	4.629456497
540	4.625942529
541	4.624272264
542	4.621602011
543	4.617038392
544	4.614284049
545	4.611443055
546	4.60868945
547	4.605910289
548	4.60327298
549	4.598535957
550	4.594507512
551	4.590500476
552	4.586582853
553	4.583988259
554	4.580918634
555	4.578650604
556	4.576694411
557	4.574335181
558	4.569786833
559	4.567574418
560	4.564032898
561	4.56165565
562	4.557798694
563	4.555910207
564	4.55311991
565	4.54998728
566	4.54761537
567	4.543735652
568	4.540678703
569	4.536326516
570	4.535052872
571	4.532366775
572	4.530965605
573	4.527728801
574	4.524423922
575	4.522583614
576	4.52009924
577	4.516648088
578	4.515032172
579	4.51260096
580	4.51071556
581	4.509232445
582	4.5055881
583	4.501475258
584	4.498200271
585	4.496696844
586	4.493206976
587	4.490290902
588	4.487722792
589	4.485176967
590	4.482294922
591	4.480172748
592	4.477511535
593	4.475090487
594	4.472683239
595	4.469604784
596	4.465982375
597	4.46274577
598	4.459827182
599	4.457689411
600	4.455411094
601	4.452909581
602	4.451218574
603	4.448010697
604	4.444442332
605	4.441253005
606	4.439137441
607	4.437763708
608	4.43576583
609	4.433606548
610	4.430190638
611	4.427801396
612	4.42545976
613	4.423463995
614	4.420998947
615	4.418152737
616	4.414396982
617	4.412379966
618	4.410270248
619	4.407715961
620	4.405474047
621	4.402774523
622	4.400293797
623	4.398469977
624	4.395949561
625	4.393758829
626	4.391109067
627	4.388578764
628	4.386016463
629	4.383279692
630	4.38142544
631	4.379104779
632	4.377745139
633	4.372828813
634	4.369702614
635	4.368220379
636	4.365884069
637	4.363783593
638	4.361923201
639	4.359740823
640	4.357057843
641	4.353963202
642	4.352449604
643	4.350451268
644	4.348076478
645	4.346551354
646	4.341886096
647	4.340089452
648	4.338885193
649	4.337544351
650	4.335672643
651	4.334265298
652	4.33157862
653	4.328236418
654	4.325177828
655	4.322863148
656	4.319013668
657	4.316546595
658	4.314271038
659	4.312173032
660	4.310532861
661	4.309380478
662	4.307963889
663	4.305843958
664	4.304014439
665	4.300179141
666	4.297642597
667	4.29661434
668	4.294259353
669	4.292860695
670	4.291206247
671	4.288657592
672	4.286066117
673	4.284523509
674	4.282517607
675	4.279572952
676	4.277939402
677	4.275887188
678	4.273128454
679	4.27118758
680	4.269387985
681	4.266828993
682	4.263840897
683	4.261184987
684	4.259398989
685	4.256790628
686	4.254989123
687	4.253247277
688	4.251164687
689	4.249251312
690	4.247076976
691	4.243817709
692	4.240613629
693	4.23818593
694	4.235877566
695	4.233703809
696	4.231193556
697	4.229315187
698	4.22702704
699	4.225431612
700	4.223809939
701	4.222220555
702	4.220657307
703	4.217636147
704	4.215880921
705	4.214636659
706	4.212731578
707	4.211955535
708	4.209656508
709	4.208249394
710	4.207282616
711	4.205161098
712	4.201671227
713	4.200039095
714	4.197656602
715	4.195706641
716	4.193432986
717	4.191428249
718	4.189115923
719	4.187289768
720	4.186131172
721	4.183940927
722	4.183322247
723	4.181618658
724	4.179421019
725	4.177347838
726	4.175485345
727	4.174377429
728	4.172352027
729	4.170926096
730	4.169959774
731	4.167325621
732	4.165241904
733	4.16355144
734	4.162028424
735	4.160524677
736	4.157910191
737	4.155822008
738	4.153576426
739	4.151751098
740	4.149622895
741	4.147893256
742	4.14583322
743	4.144260947
744	4.141396353
745	4.139648742
746	4.138125215
747	4.137240313
748	4.135788011
749	4.135303907
750	4.132937069
751	4.129967478
752	4.126728161
753	4.124835593
754	4.123043242
755	4.121287656
756	4.119191779
757	4.1167898
758	4.115384945
759	4.114193812
760	4.112175555
761	4.11010797
762	4.108623542
763	4.107042489
764	4.104534438
765	4.102033596
766	4.100160411
767	4.099485573
768	4.097331122
769	4.095818569
770	4.093479024
771	4.092472454
772	4.090798789
773	4.08814386
774	4.086133542
775	4.084313673
776	4.082361402
777	4.079830046
778	4.078375854
779	4.077621804
780	4.075857762
781	4.074998384
782	4.074146103
783	4.071937512
784	4.069310353
785	4.068405733
786	4.066689394
787	4.06485748
788	4.063358157
789	4.06112189
790	4.059390257
791	4.058224611
792	4.055002135
793	4.051834586
794	4.050898548
795	4.049784361
796	4.047811683
797	4.046103906
798	4.044475174
799	4.042847245
800	4.040610767
801	4.03943573
802	4.038112472
803	4.036988531
804	4.036437815
805	4.035079985
806	4.03284143
807	4.03095725
808	4.029171485
809	4.028103129
810	4.025796464
811	4.024261031
812	4.023217797
813	4.021012129
814	4.020084959
815	4.017846456
816	4.01582086
817	4.013708081
818	4.012298136
819	4.010611541
820	4.008812551
821	4.007178236
822	4.005807434
823	4.003213091
824	4.001608368
825	4.000208939
826	3.998927017
827	3.997144499
828	3.994600468
829	3.992700897
830	3.991360003
831	3.990395518
832	3.988926568
833	3.988160235
834	3.984948353
835	3.982700746
836	3.980031364
837	3.979002891
838	3.978003508
839	3.976118016
840	3.973890673
841	3.971640293
842	3.970254475
843	3.969204853
844	3.968127184
845	3.966587912
846	3.964710963
847	3.963360489
848	3.962021037
849	3.960282102
850	3.95849274
851	3.956769158
852	3.954987615
853	3.954556655
854	3.953065816
855	3.951388981
856	3.949542129
857	3.947535524
858	3.946515263
859	3.944729949
860	3.944080428
861	3.942368967
862	3.940967473
863	3.939345602
864	3.93846708
865	3.936553368
866	3.935529445
867	3.935084688
868	3.933610041
869	3.932087148
870	3.931101675
871	3.929728629
872	3.928310534
873	3.926403679
874	3.925663543
875	3.924116849
876	3.922161331
877	3.921058611
878	3.91967446
879	3.918284036
880	3.916949388
881	3.916601472
882	3.914604839
883	3.913224695
884	3.912260509
885	3.910495981
886	3.909607835
887	3.907936025
888	3.906250082
889	3.904229885
890	3.902829456
891	3.901850723
892	3.901088924
893	3.898811327
894	3.896596668
895	3.894307289
896	3.892906458
897	3.892062084
898	3.890150463
899	3.888611788
900	3.887724965
901	3.886261263
902	3.885001299
903	3.88412477
904	3.882868033
905	3.880952132
906	3.878948176
907	3.878091245
908	3.876521427
909	3.875766219
910	3.874002233
911	3.872250324
912	3.870133425
913	3.868189734
914	3.866200024
915	3.864765174
916	3.863437365
917	3.862294513
918	3.860896395
919	3.859499474
920	3.859066312
921	3.856235668
922	3.854610926
923	3.853301257
924	3.852237991
925	3.850340214
926	3.849353884
927	3.847851975
928	3.84618047
929	3.844613512
930	3.84352536
931	3.842090855
932	3.841081347
933	3.839131379
934	3.838185589
935	3.836658178
936	3.835000377
937	3.833517525
938	3.83175451
939	3.830126199
940	3.829013671
941	3.828378517
942	3.826134636
943	3.82401196
944	3.822064018
945	3.820655777
946	3.819572575
947	3.818355613
948	3.816905215
949	3.815150743
950	3.813475454
951	3.811578657
952	3.810851592
953	3.80942815
954	3.808592063
955	3.806474747
956	3.805662643
957	3.804229237
958	3.802743339
959	3.801462545
960	3.798973897
961	3.798059101
962	3.796546984
963	3.795703207
964	3.794204954
965	3.793298305
966	3.792304581
967	3.789240725
968	3.787485439
969	3.786580564
970	3.785298365
971	3.783830673
972	3.782620626
973	3.780139351
974	3.778771671
975	3.777166605
976	3.776438337
977	3.774923728
978	3.77357638
979	3.772582118
980	3.770999657
981	3.77020718
982	3.76914042
983	3.768074478
984	3.766513863
985	3.765483381
986	3.764775161
987	3.763540681
988	3.762548673
989	3.760304653
990	3.759125854
991	3.75873648
992	3.75782683
993	3.756596644
994	3.754935257
995	3.753792287
996	3.752178244
997	3.751621034
998	3.750309907
999	3.748542511
1000	3.747283843
1001	3.745502795
1002	3.744433281
1003	3.743038621
1004	3.742167125
1005	3.741217839
1006	3.739747426
1007	3.738766
1008	3.737262641
1009	3.735828177
1010	3.734382932
1011	3.732529488
1012	3.730904936
1013	3.729092044
1014	3.728146105
1015	3.726902142
1016	3.725518119
1017	3.725041311
1018	3.723458777
1019	3.722623585
1020	3.721195401
1021	3.720332766
1022	3.718681363
1023	3.717465996
1024	3.716659766
1025	3.715728071
1026	3.715215951
1027	3.71447149
1028	3.713308364
1029	3.711774483
1030	3.71100065
1031	3.709399792
1032	3.707912013
1033	3.706207728
1034	3.705168433
1035	3.7034433
1036	3.702768809
1037	3.700744066
1038	3.699780136
1039	3.698256497
1040	3.697199395
1041	3.696224656
1042	3.695324105
1043	3.694781344
1044	3.692355715
1045	3.691266505
1046	3.69032996
1047	3.689377282
1048	3.688248052
1049	3.685861985
1050	3.685232893
1051	3.683412768
1052	3.682017509
1053	3.6811379
1054	3.679942128
1055	3.679284506
1056	3.678266274
1057	3.677016993
1058	3.675527657
1059	3.67343596
1060	3.672145723
1061	3.670491815
1062	3.668516854
1063	3.666968712
1064	3.665635733
1065	3.663721079
1066	3.663022428
1067	3.661948058
1068	3.661182924
1069	3.660011769
1070	3.658859385
1071	3.65790638
1072	3.657237826
1073	3.65551601
1074	3.654047336
1075	3.652117857
1076	3.650030079
1077	3.64950104
1078	3.648729865
1079	3.647217049
1080	3.646157197
1081	3.645540493
1082	3.644303142
1083	3.64287442
1084	3.640830991
1085	3.639700226
1086	3.638247833
1087	3.637432702
1088	3.636312211
1089	3.634732613
1090	3.633842045
1091	3.63321611
1092	3.632036043
1093	3.630360573
1094	3.629281023
1095	3.628538081
1096	3.626141061
1097	3.625367984
1098	3.62464975
1099	3.624211792
1100	3.622537928
1101	3.622139717
1102	3.621003561
1103	3.620060144
1104	3.619623853
1105	3.618585039
1106	3.617714949
1107	3.615752514
1108	3.614779426
1109	3.613989948
1110	3.613007422
1111	3.611610311
1112	3.610357831
1113	3.608937104
1114	3.608169989
1115	3.60769254
1116	3.606563215
1117	3.605244445
1118	3.604500859
1119	3.603641717
1120	3.60256779
1121	3.601416733
1122	3.600573386
1123	3.598945927
1124	3.59826774
1125	3.597046335
1126	3.595495707
1127	3.595097701
1128	3.593801667
1129	3.593322026
1130	3.592882103
1131	3.590439705
1132	3.589177533
1133	3.588054223
1134	3.585485523
1135	3.583205832
1136	3.582433081
1137	3.580931078
1138	3.579617982
1139	3.57890709
1140	3.577134211
1141	3.57590929
1142	3.575418263
1143	3.57414823
1144	3.573218035
1145	3.572742288
1146	3.571798377
1147	3.570423188
1148	3.569421638
1149	3.568153596
1150	3.566933174
1151	3.566104671
1152	3.564528478
1153	3.562942952
1154	3.561951975
1155	3.561471698
1156	3.561086477
1157	3.560609366
1158	3.559354035
1159	3.557544538
1160	3.556555865
1161	3.554974278
1162	3.553819431
1163	3.552940353
1164	3.55183772
1165	3.550466873
1166	3.549547855
1167	3.547955767
1168	3.54682213
1169	3.54556912
1170	3.54423828
1171	3.543489934
1172	3.541611399
1173	3.540484312
1174	3.538977706
1175	3.538297038
1176	3.536798519
1177	3.535792303
1178	3.5344612
1179	3.533311603
1180	3.531710895
1181	3.530779929
1182	3.530237735
1183	3.529248812
1184	3.52765072
1185	3.527151364
1186	3.526151922
1187	3.525844772
1188	3.525144035
1189	3.523924219
1190	3.522775719
1191	3.522231578
1192	3.521433648
1193	3.520536099
1194	3.519799976
1195	3.519447609
1196	3.518753679
1197	3.5175863
1198	3.516535496
1199	3.515092031
1200	3.513936198
1201	3.512116353
